city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
Columbia,Columbia,SC,South Carolina,45079,Richland,34.0378,-80.9036,604065,383.1,shape,FALSE,TRUE,America/New_York,2,29203 29207 29205 29208 29209 29225 29212 29210 29201 29206 29204 29202 29214 29215 29216 29217 29218 29220 29224 29226 29240 29250,1840014730
Columbus,Columbus,OH,Ohio,39049,Franklin,39.9862,-82.9855,1572546,1581,shape,FALSE,TRUE,America/New_York,1,43109 43026 43054 43220 43221 43222 43223 43224 43081 43228 43227 43213 43212 43215 43214 43217 43219 43218 43002 43004 43068 43085 43240 43229 43235 43232 43231 43230 43119 43110 43017 43016 43137 43211 43210 43202 43203 43201 43206 43207 43204 43205 43209 43236 43251 43260 43266 43268 43270 43271 43272 43279 43287 43291,1840003760
Columbus,Columbus,GA,Georgia,13215,Muscogee,32.51,-84.8771,264282,364.8,shape,FALSE,TRUE,America/New_York,2,31820 31829 31909 31904 31905 31906 31907 31901 31903 31808 31902 31908 31914 31917 31993 31995 31997 31998 31999,1840014887
Concord,Concord,CA,California,6013,Contra Costa,37.9722,-122.0016,531175,1579.4,shape,FALSE,TRUE,America/Los_Angeles,2,94518 94519 94565 94521 94520 94522 94524 94527,1840018905
Concord,Concord,NC,North Carolina,37025,Cabarrus,35.3933,-80.6369,288783,635.4,shape,FALSE,TRUE,America/New_York,2,28025 28027 28026,1840014559
Corpus Christi,Corpus Christi,TX,Texas,48355,Nueces,27.7254,-97.3767,337230,756.1,shape,FALSE,TRUE,America/Chicago,2,78373 78408 78409 78406 78407 78404 78405 78402 78401 78419 78418 78415 78414 78417 78416 78411 78410 78413 78412 78403 78426 78427 78460 78463 78465 78466 78467 78468 78469 78472 78480,1840019718
Dallas,Dallas,TX,Texas,48113,Dallas,32.7935,-96.7667,5830932,1478.7,shape,FALSE,TRUE,America/Chicago,1,75098 75287 75230 75231 75236 75237 75235 75254 75251 75252 75253 75043 75032 75227 75238 75232 75233 75234 75089 75088 75087 75247 75244 75249 75248 75051 75166 75210 75211 75212 75214 75215 75216 75217 75218 75219 75390 75182 75229 75228 75220 75223 75225 75224 75226 75243 75241 75240 75246 75270 75207 75206 75204 75203 75202 75201 75209 75208 75019 75221 75222 75242 75250 75260 75262 75263 75264 75266 75267 75277 75283 75284 75285 75301 75303 75312 75313 75315 75320 75336 75339 75342 75354 75355 75356 75357 75358 75359 75360 75367 75370 75371 75372 75373 75374 75376 75378 75379 75380 75382 75389 75392 75393 75394 75395 75397 75398,1840019440
Davenport,Davenport,IA,Iowa,19163,Scott,41.5565,-90.6053,281333,614,shape,FALSE,TRUE,America/Chicago,2,52802 52803 52801 52806 52807 52804 52805 52808 52809,1840007081
Dayton,Dayton,OH,Ohio,39113,Montgomery,39.7805,-84.2003,668825,950,shape,FALSE,TRUE,America/New_York,2,45432 45469 45402 45403 45406 45404 45405 45409 45428 45420 45423 45424 45410 45414 45417 45419 45377 45401 45412 45422 45481 45490,1840034249
Deltona,Deltona,FL,Florida,12127,Volusia,28.905,-81.2137,221137,976.3,shape,FALSE,TRUE,America/New_York,2,32725 32738 32739,1840015072
Denton,Denton,TX,Texas,48121,Denton,33.2175,-97.1418,438492,567.5,shape,FALSE,TRUE,America/Chicago,2,76207 76205 76203 76201 76208 76209 76226 76210 76202 76204 76206,1840019390
Denver,Denver,CO,Colorado,8031,Denver,39.762,-104.8758,2687458,1792.9,shape,FALSE,TRUE,America/Denver,1,80264 80266 80230 80231 80236 80237 80235 80238 80239 80123 80249 80247 80246 80290 80293 80294 80218 80210 80212 80216 80221 80220 80223 80222 80224 80227 80219 80211 80209 80207 80206 80205 80204 80202 80203 80208 80217 80243 80248 80250 80256 80257 80259 80261 80265 80271 80273 80274 80281 80291 80299,1840018789
Des Moines,Des Moines,IA,Iowa,19153,Polk,41.5725,-93.6105,548926,933.4,shape,FALSE,TRUE,America/Chicago,2,50309 50312 50314 50315 50316 50317 50310 50313 50319 50321 50320 50311 50301 50302 50303 50304 50305 50306 50307 50308 50318 50328 50329 50330 50331 50332 50335 50340 50380 50381 50391 50392 50393 50394 50395 50396 50936 50940 50947 50950 50980 50981 50982 50983,1840007069
Detroit,Detroit,MI,Michigan,26163,Wayne,42.3834,-83.1024,3725908,1772.2,shape,FALSE,TRUE,America/Detroit,1,48209 48208 48202 48201 48207 48206 48205 48204 48227 48238 48239 48234 48235 48233 48203 48243 48228 48226 48214 48215 48216 48217 48210 48211 48212 48213 48219 48224 48221 48223 48231 48232 48244 48255 48260 48264 48266 48267 48268 48269 48272 48275 48277 48278 48279 48288,1840003971
Durham,Durham,NC,North Carolina,37063,Durham,35.9792,-78.9022,399616,950.8,shape,FALSE,TRUE,America/New_York,2,27703 27705 27704 27707 27701 27708 27712 27713 27706 27710 27715 27717 27722,1840013364
El Paso,El Paso,TX,Texas,48141,El Paso,31.8476,-106.43,865270,1011.4,shape,FALSE,TRUE,America/Denver,2,79901 79902 79903 79904 79905 79906 79907 79930 79932 79935 79934 79936 79915 79912 79911 79835 79922 79920 79927 79924 79925 79910 79913 79914 79917 79923 79926 79931 79937 79940 79941 79942 79943 79944 79945 79946 79947 79948 79949 79950 79951 79952 79953 79954 79955 79958 79960 79961 79968 79976 79978 79980 79995 79996 79997 79998 79999 88540 88541 88542 88543 88544 88545 88546 88547 88548 88549 88550 88553 88554 88555 88556 88557 88558 88559 88560 88561 88562 88563 88565 88566 88567 88568 88569 88570 88571 88572 88573 88574 88575 88576 88577 88578 88579 88580 88581 88582 88583 88584 88585 88586 88588 88590 88595,1840023252
Enterprise,Enterprise,NV,Nevada,32003,Clark,36.0091,-115.2278,225461,1319,shape,FALSE,FALSE,America/Los_Angeles,2,89178 89183 89139 89141 89148 89113 89118 89119 89123,1840033827
Eugene,Eugene,OR,Oregon,41039,Lane,44.0564,-123.1174,270990,1543.4,shape,FALSE,TRUE,America/Los_Angeles,2,97405 97404 97401 97403 97402 97440,1840020007
Evansville,Evansville,IN,Indiana,18163,Vanderburgh,37.9881,-87.5341,203661,953.2,shape,FALSE,TRUE,America/Chicago,2,47714 47715 47710 47711 47713 47708 47701 47702 47703 47704 47705 47706 47716 47719 47722 47724 47728 47730 47731 47732 47733 47734 47735 47736 47737 47740 47747 47750,1840013730
Fargo,Fargo,ND,North Dakota,38017,Cass,46.8651,-96.8292,228364,968.3,shape,FALSE,TRUE,America/Chicago,2,58102 58104 58103 58105 58106 58107 58108 58109 58121 58122 58124 58125 58126,1840000177
Fayetteville,Fayetteville,AR,Arkansas,5143,Washington,36.0714,-94.1661,394650,672.8,shape,FALSE,TRUE,America/Chicago,2,72704 72703 72701 72702,1840013368
Fayetteville,Fayetteville,NC,North Carolina,37051,Cumberland,35.085,-78.9772,328804,543.5,shape,FALSE,TRUE,America/New_York,2,28390 28304 28306 28307 28301 28303 28308 28305 28311 28310 28314 28302 28309,1840013490
Flint,Flint,MI,Michigan,26049,Genesee,43.0236,-83.6921,293893,945.2,shape,FALSE,TRUE,America/Detroit,2,48502 48504 48505 48506 48507 48503 48550 48551 48552 48553 48556 48557,1840002949
Fontana,Fontana,CA,California,6071,San Bernardino,34.0968,-117.4599,209279,1867.1,shape,FALSE,TRUE,America/Los_Angeles,2,92335 92336 92337 92331 92334 92402,1840020402
Fort Collins,Fort Collins,CO,Colorado,8069,Larimer,40.5477,-105.0656,335398,1142.2,shape,FALSE,TRUE,America/Denver,2,80528 80521 80526 80524 80525 80523 80527 80553,1840020151
Fort Wayne,Fort Wayne,IN,Indiana,18003,Allen,41.0888,-85.1436,337163,923,shape,FALSE,TRUE,America/Indiana/Indianapolis,2,46835 46818 46814 46815 46816 46825 46845 46803 46802 46807 46806 46805 46804 46809 46808 46801 46850 46851 46852 46853 46854 46855 46856 46857 46858 46859 46860 46861 46862 46863 46864 46865 46866 46867 46868 46869 46885 46895 46897,1840008261
Fort Worth,Fort Worth,TX,Texas,48439,Tarrant,32.7817,-97.3474,924663,1021.2,shape,FALSE,TRUE,America/Chicago,2,76164 76040 76134 76135 76137 76131 76132 76133 76109 76108 76105 76104 76107 76106 76103 76102 76155 76053 76052 76123 76120 76244 76008 76179 76177 76036 76140 76262 76006 76118 76119 76116 76117 76114 76115 76112 76110 76111 76129 76127 76126 76101 76113 76121 76122 76124 76130 76147 76150 76161 76162 76163 76166 76190 76191 76193 76195 76196 76197 76198 76199,1840020696
Fremont,Fremont,CA,California,6001,Alameda,37.5265,-121.9843,228795,1131,shape,FALSE,TRUE,America/Los_Angeles,2,94560 94536 94538 94539 94555 94537,1840020292
Fresno,Fresno,CA,California,6019,Fresno,36.783,-119.7939,725276,1805.3,shape,FALSE,TRUE,America/Los_Angeles,2,93740 93741 93730 93650 93702 93703 93701 93706 93704 93705 93722 93728 93720 93721 93726 93727 93711 93710 93707 93708 93709 93714 93715 93716 93717 93718 93724 93729 93744 93745 93750 93755 93760 93761 93764 93765 93771 93772 93774 93775 93776 93777 93778 93779 93790 93791 93792 93793 93794 93844,1840020319
Frisco,Frisco,TX,Texas,48085,Collin,33.156,-96.8216,202075,1137.6,shape,FALSE,TRUE,America/Chicago,2,75034 75036 75033 75035,1840020654
Gainesville,Gainesville,FL,Florida,12001,Alachua,29.6804,-82.3459,220929,860.2,shape,FALSE,TRUE,America/New_York,2,32608 32609 32607 32610 32612 32653 32603 32601 32605 32604 32611 32614 32627 32635,1840014022
Galveston,Galveston,TX,Texas,48167,Galveston,29.2484,-94.8913,200451,501.2,shape,FALSE,TRUE,America/Chicago,2,77551 77550 77555 77554 77552 77553,1840020970
Garland,Garland,TX,Texas,48113,Dallas,32.91,-96.6304,244026,1649.6,shape,FALSE,TRUE,America/Chicago,2,75043 75044 75041 75040 75042 75046 75047 75049,1840020707
Gilbert,Gilbert,AZ,Arizona,4013,Maricopa,33.31,-111.7463,267267,1503.9,shape,FALSE,TRUE,America/Phoenix,2,85233 85234 85236 85297 85296 85295 85298 85244 85299,1840021947
Glendale,Glendale,AZ,Arizona,4013,Maricopa,33.5791,-112.2311,248083,1451.1,shape,FALSE,TRUE,America/Phoenix,2,85301 85303 85302 85306 85309 85308 85355 85340 85305 85304 85307 85310 85311 85312 85318,1840020563
Glendale,Glendale,CA,California,6037,Los Angeles,34.1819,-118.2468,194512,2464,shape,FALSE,TRUE,America/Los_Angeles,2,91210 91214 91201 91205 91208 91203 91202 91204 91207 91206 91046 91020 91209 91221 91222 91225 91226,1840020483
Grand Prairie,Grand Prairie,TX,Texas,48113,Dallas,32.6871,-97.0208,197279,1050.5,shape,FALSE,TRUE,America/Chicago,2,75052 75050 75051 75054 75104 75053 75265,1840020709
Grand Rapids,Grand Rapids,MI,Michigan,26081,Kent,42.9619,-85.6562,609023,1708.2,shape,FALSE,TRUE,America/Detroit,2,49546 49506 49505 49503 49507 49504 49508 49501 49502 49514 49515 49523 49555 49588 49599,1840002928
Green Bay,Green Bay,WI,Wisconsin,55009,Brown,44.5148,-87.9895,225633,907.1,shape,FALSE,TRUE,America/Chicago,2,54304 54303 54302 54301 54311 54305 54306 54308,1840002344
Greensboro,Greensboro,NC,North Carolina,37081,Guilford,36.0956,-79.8271,347130,873.2,shape,FALSE,TRUE,America/New_York,2,27411 27410 27412 27301 27455 27408 27409 27403 27401 27406 27407 27405 27214 27402 27404 27413 27417 27420 27427 27429 27435 27438 27495 27497 27498 27499,1840013356
Greenville,Greenville,SC,South Carolina,45045,Greenville,34.8354,-82.3646,401443,917.9,shape,FALSE,TRUE,America/New_York,2,29614 29607 29605 29601 29609 29602 29603 29604 29612 29616,1840013501
Gulfport,Gulfport,MS,Mississippi,28047,Harrison,30.4274,-89.0704,228022,503.4,shape,FALSE,TRUE,America/Chicago,2,39501 39503 39507 39502 39505 39506,1840013947
Hagerstown,Hagerstown,MD,Maryland,24043,Washington,39.6401,-77.7217,195261,1334,shape,FALSE,TRUE,America/New_York,2,21742 21740 21741 21747 21749,1840005613
Harrisburg,Harrisburg,PA,Pennsylvania,42043,Dauphin,40.2752,-76.8843,498329,2380.4,shape,FALSE,TRUE,America/New_York,2,17101 17102 17103 17104 17120 17110 17105 17108 17121 17122 17123 17124 17125 17126 17127 17128 17129 17130,1840001288
Hartford,Hartford,CT,Connecticut,9110,Capitol,41.7661,-72.6834,974684,2689.4,shape,FALSE,TRUE,America/New_York,2,06106 06105 06103 06120 06112 06114 06101 06102 06104 06115 06123 06126 06127 06132 06133 06134 06140 06141 06142 06143 06144 06145 06146 06147 06150 06151 06152 06154 06160 06167 06176 06183,1840004773
Henderson,Henderson,NV,Nevada,32003,Clark,36.0133,-115.0381,318063,1153.8,shape,FALSE,TRUE,America/Los_Angeles,2,89044 89052 89054 89002 89074 89015 89014 89011 89012 89009 89077,1840020361
Hialeah,Hialeah,FL,Florida,12086,Miami-Dade,25.8696,-80.3045,222996,3989.5,shape,FALSE,TRUE,America/New_York,2,33014 33016 33010 33012 33013 33018,1840015157
Hickory,Hickory,NC,North Carolina,37035,Catawba,35.741,-81.3223,206008,539.2,shape,FALSE,TRUE,America/New_York,2,28601 28602 28603,1840014524
Honolulu,Honolulu,HI,Hawaii,15003,Honolulu,21.3294,-157.846,348547,2219.9,shape,FALSE,TRUE,Pacific/Honolulu,2,96859 96858 96850 96819 96820 96822 96826 96813 96815 96814 96817 96816 96818 96848 96801 96802 96803 96804 96805 96806 96807 96808 96809 96810 96811 96812 96823 96828 96830 96836 96837 96838 96839 96840 96841 96843 96844 96846 96847 96849 96898,1840013305
Houston,Houston,TX,Texas,48201,Harris,29.786,-95.3885,5970127,1384,shape,FALSE,TRUE,America/Chicago,1,77069 77068 77061 77060 77063 77062 77065 77064 77067 77066 77346 77571 77036 77037 77034 77035 77032 77033 77030 77031 77038 77449 77489 77044 77043 77042 77204 77598 77018 77019 77015 77016 77017 77010 77011 77012 77013 77094 77093 77092 77345 77547 77025 77024 77027 77026 77021 77020 77023 77022 77029 77028 77096 77090 77091 77098 77099 77078 77079 77072 77073 77070 77071 77076 77077 77074 77075 77407 77047 77046 77045 77041 77040 77048 77336 77339 77338 77003 77002 77007 77006 77005 77004 77009 77008 77450 77082 77084 77089 77088 77083 77081 77080 77087 77086 77085 77053 77054 77055 77056 77057 77058 77059 77396 77051 77506 77504 77001 77052 77201 77202 77203 77205 77206 77207 77208 77209 77210 77212 77213 77215 77216 77217 77218 77219 77220 77221 77222 77223 77225 77226 77227 77228 77229 77230 77231 77233 77234 77235 77236 77237 77241 77242 77243 77244 77245 77248 77249 77251 77252 77253 77254 77255 77256 77257 77259 77261 77262 77263 77266 77269 77270 77271 77272 77273 77274 77275 77282 77284 77287 77288 77289 77291 77292 77293 77297 77299 77315 77325 77411,1840020925
Huntington,Huntington,WV,West Virginia,54011,Cabell,38.4109,-82.4345,202754,1110.2,shape,FALSE,TRUE,America/New_York,2,25703 25702 25701 25705 25704 25755 25706 25708 25709 25710 25711 25712 25713 25714 25716 25717 25718 25719 25720 25721 25722 25723 25724 25725 25726 25727 25728 25729 25772 25773 25774 25775 25776 25777 25778,1840006211
Huntington Beach,Huntington Beach,CA,California,6059,Orange,33.696,-118.0018,197481,2825.9,shape,FALSE,TRUE,America/Los_Angeles,2,92648 92649 92646 92647 90742 92605 92615,1840020578
Huntsville,Huntsville,AL,Alabama,1089,Madison,34.6981,-86.6412,349482,376.2,shape,FALSE,TRUE,America/Chicago,2,35801 35803 35802 35805 35806 35741 35824 35763 35757 35756 35810 35811 35816 35896 35742 35762 35804 35807 35809 35814 35815 35893 35894 35895 35897 35899,1840005061
Indianapolis,Indianapolis,IN,Indiana,18097,Marion,39.7771,-86.1458,1729849,941.8,shape,FALSE,TRUE,America/Indiana/Indianapolis,1,46234 46237 46218 46219 46217 46214 46260 46268 46226 46225 46183 46231 46235 46236 46239 46254 46250 46208 46201 46203 46202 46205 46204 46206 46256 46259 46227 46224 46222 46221 46220 46229 46228 46113 46278 46241 46240 46207 46209 46230 46242 46244 46247 46251 46253 46255 46262 46277 46282 46283 46285 46288 46298,1840030084
Indio,Indio,CA,California,6065,Riverside,33.7346,-116.2346,369654,1042.7,shape,FALSE,TRUE,America/Los_Angeles,2,92241 92201 92203,1840019304
Irvine,Irvine,CA,California,6059,Orange,33.6772,-117.7738,304527,1792.1,shape,FALSE,TRUE,America/Los_Angeles,2,92617 92614 92612 92618 92697 92620 92602 92603 92604 92606 92616 92619 92650 92698,1840019325
Irving,Irving,TX,Texas,48113,Dallas,32.8583,-96.9702,254962,1469.7,shape,FALSE,TRUE,America/Chicago,2,75063 75060 75038 75039 75062 75061 75014 75015 75016 75017 75059 75326 75368,1840019438
Jackson,Jackson,MS,Mississippi,28049,Hinds,32.3157,-90.2125,335171,529.9,shape,FALSE,TRUE,America/Chicago,2,39272 39206 39204 39203 39202 39201 39209 39269 39174 39210 39211 39212 39213 39216 39217 39060 39205 39207 39215 39225 39236 39250 39271 39282 39283 39284 39286 39289 39296 39298,1840014895
Jacksonville,Jacksonville,FL,Florida,12031,Duval,30.3322,-81.6749,1288298,491,shape,FALSE,TRUE,America/New_York,1,32224 32225 32226 32227 32220 32221 32222 32223 32228 32219 32218 32214 32217 32216 32211 32210 32212 32246 32244 32233 32234 32202 32250 32254 32257 32256 32208 32209 32206 32207 32204 32205 32203 32258 32277 32099 32201 32229 32231 32232 32235 32236 32238 32239 32241 32245 32247 32255,1840015031
Jersey City,Jersey City,NJ,New Jersey,34017,Hudson,40.7184,-74.0686,287899,7537.2,shape,FALSE,TRUE,America/New_York,2,07310 07311 07302 07307 07306 07305 07304 07097 07303 07308 07395 07399,1840003600
Kalamazoo,Kalamazoo,MI,Michigan,26077,Kalamazoo,42.2749,-85.5882,200838,1146.8,shape,FALSE,TRUE,America/Detroit,2,49001 49006 49007 49008 49074 49005 49019,1840003185
Kansas City,Kansas City,MO,Missouri,29095,Jackson,39.1238,-94.5541,1689556,620.7,shape,FALSE,TRUE,America/Chicago,1,64161 64163 64164 64165 64167 64053 64118 64116 64151 64153 64155 64154 64157 64156 64158 64108 64109 64106 64102 64128 64129 64124 64125 64126 64127 64120 64123 64166 64119 64114 64117 64111 64110 64113 64112 64133 64146 64145 64149 64147 64105 64101 64139 64138 64132 64131 64130 64137 64136 64134 64121 64141 64148 64162 64170 64171 64179 64180 64184 64187 64188 64191 64195 64196 64197 64198 64199 64999,1840008535
Kennewick,Kennewick,WA,Washington,53005,Benton,46.1978,-119.1732,259995,1138.5,shape,FALSE,TRUE,America/Los_Angeles,2,99337 99336 99338,1840018481
Killeen,Killeen,TX,Texas,48027,Bell,31.0753,-97.7297,265921,1086.4,shape,FALSE,TRUE,America/Chicago,2,76541 76543 76542 76549 76540 76547,1840020854
Kissimmee,Kissimmee,FL,Florida,12097,Osceola,28.3041,-81.4169,431618,1409.2,shape,FALSE,TRUE,America/New_York,2,34743 34746 34741 34744 34745,1840015109
Knoxville,Knoxville,TN,Tennessee,47093,Knox,35.9692,-83.9496,615829,750.3,shape,FALSE,TRUE,America/New_York,2,37909 37902 37924 37920 37921 37922 37923 37929 37919 37918 37915 37914 37917 37916 37912 37901 37927 37928 37939 37950 37995 37996 37997,1840014486
Lafayette,Lafayette,LA,Louisiana,22055,Lafayette,30.2082,-92.0325,237565,839.2,shape,FALSE,TRUE,America/Chicago,2,70508 70507 70506 70503 70501 70502 70504 70505 70509 70593 70596 70598,1840015044
Lakeland,Lakeland,FL,Florida,12105,Polk,28.0557,-81.9545,280346,663.9,shape,FALSE,TRUE,America/New_York,2,33813 33803 33801 33805 33815 33811 33802 33804 33806,1840015108
Lancaster,Lancaster,PA,Pennsylvania,42071,Lancaster,40.042,-76.3012,402476,3096.9,shape,FALSE,TRUE,America/New_York,2,17603 17602 17601 17608 17622 17699,1840003718
Lansing,Lansing,MI,Michigan,26065,Ingham,42.7142,-84.5601,322561,1114.5,shape,FALSE,TRUE,America/Detroit,2,48912 48933 48915 48911 48910 48906 48901 48909 48916 48919 48922 48924 48929 48930 48937 48951 48956,1840003102
Laredo,Laredo,TX,Texas,48479,Webb,27.5625,-99.4874,255293,922.7,shape,FALSE,TRUE,America/Chicago,2,78046 78045 78043 78040 78041 78042,1840021002
Las Vegas,Las Vegas,NV,Nevada,32003,Clark,36.2333,-115.2654,2248047,1755.1,shape,FALSE,TRUE,America/Los_Angeles,1,89146 89149 89107 89106 89104 89102 89101 89108 89138 89130 89131 89134 89143 89145 89144 89110 89117 89129 89128 89124 88901 88905 89105 89114 89116 89125 89126 89127 89133 89137 89140 89151 89152 89153 89155 89163 89185 89195,1840020364
Lexington,Lexington,KY,Kentucky,21067,Fayette,38.0423,-84.4587,321276,437,shape,FALSE,TRUE,America/New_York,2,40526 40509 40504 40502 40503 40508 40505 40507 40517 40536 40513 40511 40510 40516 40515 40514 40506 40512 40522 40523 40524 40533 40544 40546 40550 40555 40574 40575 40576 40577 40578 40579 40580 40581 40582 40583 40588 40591 40598,1840015211
Lincoln,Lincoln,NE,Nebraska,31109,Lancaster,40.8099,-96.6784,290531,1132.1,shape,FALSE,TRUE,America/Chicago,2,68528 68524 68526 68520 68521 68522 68514 68516 68510 68512 68506 68507 68504 68505 68502 68503 68508 68588 68509 68529 68542 68544 68583,1840009357
Little Rock,Little Rock,AR,Arkansas,5119,Pulaski,34.7256,-92.3577,459409,649.4,shape,FALSE,TRUE,America/Chicago,2,72211 72210 72212 72223 72227 72209 72202 72201 72206 72207 72204 72205 72103 72215 72217 72219 72222 72225 72231 72255 72260 72295,1840015509
Long Beach,Long Beach,CA,California,6037,Los Angeles,33.7977,-118.167,462293,3522.5,shape,FALSE,TRUE,America/Los_Angeles,2,90822 90804 90805 90806 90807 90802 90803 90808 90831 90814 90813 90810 90815 90840 90801 90809 90832 90833 90842 90844 90846 90847 90848 90853,1840020490
Lorain,Lorain,OH,Ohio,39093,Lorain,41.4409,-82.184,201808,1065.4,shape,FALSE,TRUE,America/New_York,2,44052 44053 44055,1840000644
Los Angeles,Los Angeles,CA,California,6037,Los Angeles,34.1141,-118.4068,11922389,3184.7,shape,FALSE,TRUE,America/Los_Angeles,1,91367 90291 90293 90292 91316 91311 90035 90034 90037 90031 90039 90008 90004 90005 90006 90007 90001 90002 90003 91504 91040 90710 90089 91307 91344 91345 91340 91342 91343 90036 90247 91411 91436 91371 91608 91605 91604 91607 91606 91601 91602 90402 90068 90069 90062 90063 90061 90066 90067 90064 90065 90248 91326 91324 91325 90013 90012 90011 90010 90017 90016 90015 90014 91364 90028 90095 90094 91042 91352 91356 91406 91402 90041 90042 90043 90044 90045 90046 90047 90048 90049 90019 90018 91423 90210 91303 91304 91306 90079 90071 90077 90059 91331 91330 91335 90026 90027 90024 90025 90023 90020 90021 90029 90272 90732 90731 90230 91405 91403 91401 90033 90032 90038 90057 90052 90058 90744 90501 90502 90009 90030 90050 90051 90053 90054 90055 90060 90070 90072 90074 90075 90076 90078 90080 90081 90082 90083 90084 90086 90087 90088 90093 90099 90134 90140 90189 90213 90294 90295 90733 90734 90748 91041 91043 91305 91308 91309 91313 91327 91328 91333 91334 91337 91346 91353 91357 91365 91392 91393 91394 91395 91396 91404 91407 91408 91409 91410 91412 91413 91416 91426 91470 91482 91495 91496 91499 91603 91609 91610 91614 91615 91616 91617 91618,1840020491
Louisville,Louisville,KY,Kentucky,21111,Jefferson,38.1663,-85.6485,963812,923.1,shape,FALSE,TRUE,America/New_York,2,40245 40242 40241 40218 40219 40214 40216 40211 40213 40059 40291 40299 40220 40223 40222 40229 40228 40023 40272 40207 40209 40258 40118 40018 40027 40225 40261 40268 40269 40281,1840030815
Lubbock,Lubbock,TX,Texas,48303,Lubbock,33.5657,-101.8879,280890,722.2,shape,FALSE,TRUE,America/Chicago,2,79406 79423 79424 79416 79412 79410 79407 79414 79411 79404 79401 79403 79402 79415 79413 79408 79409 79430 79452 79453 79457 79464 79490 79491 79493 79499,1840020604
Madison,Madison,WI,Wisconsin,55025,Dane,43.0822,-89.393,451652,1268.3,shape,FALSE,TRUE,America/Chicago,2,53706 53704 53705 53703 53726 53792 53719 53718 53715 53714 53717 53716 53711 53713 53701 53702 53707 53708 53725 53774 53777 53782 53783 53784 53785 53786 53788 53790 53793 53794,1840002915
Manhattan,Manhattan,NY,New York,36061,New York,40.7834,-73.9662,1694263,28653.9,point,FALSE,TRUE,America/New_York,1,10169 10168 10167 10165 10162 10282 10280 10040 10044 10271 10279 10278 10075 10103 10028 10029 10026 10027 10024 10025 10022 10023 10020 10021 10152 10153 10154 10128 10004 10005 10006 10007 10001 10002 10003 10009 10170 10171 10172 10173 10174 10177 10039 10038 10035 10034 10037 10036 10031 10030 10033 10032 10065 10069 10199 10119 10115 10112 10110 10111 10019 10018 10013 10012 10011 10010 10017 10016 10014 10008 10041 10043 10055 10060 10081 10087 10090 10101 10102 10104 10105 10106 10107 10108 10109 10113 10114 10116 10117 10118 10120 10121 10122 10123 10124 10125 10126 10129 10130 10131 10132 10133 10138 10150 10151 10155 10156 10157 10158 10159 10160 10163 10164 10166 10175 10176 10178 10179 10185 10203 10211 10212 10213 10242 10249 10256 10258 10259 10260 10261 10265 10268 10269 10270 10273 10274 10275 10276 10277 10281 10285 10286,1840034000
McAllen,McAllen,TX,Texas,48215,Hidalgo,26.2252,-98.2467,797341,884.4,shape,FALSE,TRUE,America/Chicago,2,78573 78504 78503 78501 78557 78502 78505,1840021024
McKinney,McKinney,TX,Texas,48085,Collin,33.2016,-96.667,196160,1131,shape,FALSE,TRUE,America/Chicago,2,75069 75072 75070 75071,1840020657
Memphis,Memphis,TN,Tennessee,47157,Shelby,35.1087,-89.9663,1037998,824.8,shape,FALSE,TRUE,America/Chicago,1,38120 38127 38126 38107 38106 38105 38104 38103 38109 38108 38152 38132 38141 38112 38114 38111 38113 38115 38116 38117 38118 38119 38018 38016 38133 38131 38134 38128 38122 38125 37501 37544 38088 38101 38124 38130 38136 38137 38145 38148 38150 38151 38157 38159 38161 38163 38166 38168 38173 38174 38175 38177 38181 38182 38184 38186 38187 38188 38190 38193 38194 38197,1840015457
Mesa,Mesa,AZ,Arizona,4013,Maricopa,33.4015,-111.7178,503390,1379.8,shape,FALSE,TRUE,America/Phoenix,2,85208 85209 85201 85202 85203 85204 85205 85206 85207 85215 85213 85212 85210 85211 85214 85216 85274 85275 85277,1840020566
Miami,Miami,FL,Florida,12086,Miami-Dade,25.784,-80.2101,6080145,4758.9,shape,FALSE,TRUE,America/New_York,1,33128 33129 33125 33126 33127 33149 33144 33145 33142 33139 33138 33137 33136 33135 33134 33133 33132 33131 33130 33150 33101 33109 33111 33151 33192 33195 33222 33231 33233 33238 33255 33299,1840015149
Milwaukee,Milwaukee,WI,Wisconsin,55079,Milwaukee,43.0642,-87.9675,1290940,2301.6,shape,FALSE,TRUE,America/Chicago,1,53203 53202 53207 53206 53205 53204 53209 53208 53233 53218 53219 53214 53215 53216 53210 53211 53212 53213 53295 53225 53224 53221 53220 53223 53222 53228 53201 53237 53259 53263 53274 53278 53288 53290 53293,1840003046
Minneapolis,Minneapolis,MN,Minnesota,27053,Hennepin,44.9635,-93.2678,2892569,3052.2,shape,FALSE,TRUE,America/Chicago,1,55404 55409 55408 55407 55406 55405 55403 55402 55401 55454 55455 55430 55418 55419 55410 55411 55412 55413 55414 55415 55416 55417 55440 55458 55459 55467 55470 55472 55474 55478 55479 55480 55483 55484 55485 55486 55487 55488,1840007830
Mission Viejo,Mission Viejo,CA,California,6059,Orange,33.6096,-117.6551,642211,2038.4,shape,FALSE,TRUE,America/Los_Angeles,2,92692 92691 92690,1840020580
